  0.0000000000    0.0150000000
  0.0002500000    0.0010000000    179    30
  0.0000000209    0.0711859375    0.1244859725    0.1636270553    0.1941627592
  0.2192658871    0.2407043368    0.2595293254    0.2764070898    0.2917840272
  0.3059735626    0.3192032963    0.3316454202    0.3434308201    0.3546636790
  0.3654271930    0.3757889956    0.3858053297    0.3955235928    0.4049844652
  0.4142226607    0.4232681781    0.4321474701    0.4408838183    0.4494996279
  0.4580130905    0.4664426893    0.4748046547    0.4831137151    0.4913849741
  0.4996328682    0.5078694969    0.5161084205    0.5243629485    0.5326443464
  0.5409671754    0.5493438691    0.5577872783    0.5663109213    0.5749306113
  0.5836609930    0.5925170451    0.6015177935    0.6106813461    0.6200296909
  0.6295858592    0.6393746346    0.6494272679    0.6597782224    0.6704679698
  0.6815433651    0.6930631131    0.6999999791    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.7000000000    0.7000000000    0.7000000000    0.7000000000    0.7000000000
  0.0000000209    0.0638142735    0.1140103072    0.1520378798    0.1821047395
  0.2069647044    0.2282466501    0.2469477206    0.2637116224    0.2789759487
  0.2930486590    0.3061559349    0.3184660465    0.3301111311    0.3411939114
  0.3517975420    0.3619889885    0.3718256205    0.3813527077    0.3906109303
  0.3996351272    0.4084547549    0.4170958906    0.4255814403    0.4339319319
  0.4421662241    0.4503010899    0.4583525509    0.4663346261    0.4742605418
  0.4821427315    0.4899940044    0.4978252083    0.5056472331    0.5134723872
