  0.0000000000    20.3550000000
  0.0500000000    1.0000000000    249    199
  0.3334690630    0.3334640563    0.3334490955    0.3334241211    0.3333891332
  0.3333441317    0.3332891166    0.3332240283    0.3331489265    0.3330636919
  0.3329683244    0.3328628242    0.3327470720    0.3326211274    0.3324848711
  0.3323382437    0.3321813047    0.3320138156    0.3318358958    0.3316473663
  0.3314481676    0.3312382400    0.3310174644    0.3307858407    0.3305431306
  0.3302893937    0.3300243914    0.3297481239    0.3294603527    0.3291610181
  0.3288500011    0.3285271227    0.3281922042    0.3278451264    0.3274857104
  0.3273044527    0.3272838295    0.3272626698    0.3272409737    0.3272187412
  0.3271959722    0.3271727264    0.3271488845    0.3271245658    0.3270997107
  0.3270742595    0.3270483911    0.3270219266    0.3269949853    0.3269674480
  0.3269394338    0.3269109428    0.3268819153    0.3268522918    0.3268222511
  0.3267916143    0.3267605007    0.3267288506    0.3266967237    0.3266640604
  0.3266308606    0.3265971839    0.3265629709    0.3265282214    0.3264929950
  0.3264572322    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3264215887    0.3264215887    0.3264215887    0.3264215887    0.3264215887
  0.3371419013    0.3371371925    0.3371230662    0.3370995224    0.3370665610
  0.3370241821    0.3369723260    0.3369110525    0.3368402421    0.3367599547
  0.3366700709    0.3365707099    0.3364616930    0.3363430202    0.3362147510
  0.3360767066    0.3359288871    0.3357712924    0.3356038034    0.3354263604
  0.3352389634    0.3350414932    0.3348338902    0.3346160948    0.3343879879
  0.3341495097    0.3339006007    0.3336410820    0.3333708942    0.3330899179
  0.3327980936    0.3324952424    0.3321812451    0.3318559229    0.3315192163
  0.3311708868    0.3310469687    0.3310270011    0.3310064375    0.3309854567
  0.3309639394    0.3309418857    0.3309193552    0.3308963478    0.3308728039
  0.3308487833    0.3308242857    0.3307992518    0.3307737410    0.3307477534
  0.3307212293    0.3306942880    0.3306668103    0.3306387961    0.3306103647
  0.3305813968    0.3305519521    0.3305220306    0.3304916322    0.3304606974
  0.3304292858    0.3303974569    0.3303650320    0.3303321898    0.3302988708
  0.3302650154    0.3302307427    0.3301959336    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3301775753    0.3301775753    0.3301775753    0.3301775753    0.3301775753
  0.3406928480    0.3406883776    0.3406750858    0.3406527936    0.3406216800
  0.3405816257    0.3405326307    0.3404746950    0.3404077590    0.3403318822
  0.3402470052    0.3401531279    0.3400501311    0.3399380744    0.3398168981
  0.3396866024    0.3395470083    0.3393982351    0.3392401636    0.3390727341
  0.3388958871    0.3387095630    0.3385137618    0.3383083642    0.3380933106
  0.3378684819    0.3376338780    0.3373893797    0.3371348679    0.3368702829
  0.3365955651    0.3363105357    0.3360150754    0.3357091844    0.3353925645
  0.3350652754    0.3347270191    0.3346628249    0.3346433938    0.3346234262
  0.3346030414    0.3345821798    0.3345607817    0.3345389664    0.3345166743
  0.3344939053    0.3344705999    0.3344468772    0.3344226778    0.3343980610
  0.3343729079    0.3343473375    0.3343212306    0.3342947066    0.3342677057
  0.3342402875    0.3342123330    0.3341839612    0.3341551125    0.3341257870
  0.3340959847    0.3340657651    0.3340350688    0.3340038955    0.3339722455
